,Título,Endereço,Número,Bairro,Cidade,Estado,Área,Quartos,Banheiros,Vagas,Preço
8592,"Apartamento com  Quarto à Venda, 20m²",Rua Desembargador Motta,2481,Batel,Curitiba,PR,20,1,1,--,R$ 473.283
8593,"Apartamento com 4 Quartos à Venda, 459m²",Rua Vereador Garcia Rodrigues Velho,60,Cabral,Curitiba,PR,459,4,6,4,R$ 11.918.719
8594,"Apartamento com 2 Quartos à Venda, 58m²",N/I,N/I,Santa Felicidade,Curitiba,PR,58,2,1,--,R$ 550.900
8595,"Apartamento com 3 Quartos à Venda, 103m²",Rua Padre Anchieta,1944,Bigorrilho,Curitiba,PR,103,3,3,1,R$ 530.000
8596,"Apartamento com 3 Quartos à Venda, 103m²",Rua Simão Bolivar,N/I,Hugo Lange,Curitiba,PR,103,3,2,2,R$ 969.910
8597,"Apartamento com 3 Quartos à Venda, 90m²",Rua Coronel Ottoni Maciel,500,Vila Izabel,Curitiba,PR,90,3,2,1,R$ 902.500
8598,"Apartamento com 4 Quartos à Venda, 123m²",N/I,N/I,Água Verde,Curitiba,PR,123,4,4,2,R$ 1.239.000
8599,"Apartamento com 3 Quartos à Venda, 138m²",Rua Guilherme Pugsley,1876,Água Verde,Curitiba,PR,138,3,3,2,R$ 1.652.800
8600,"Apartamento com 2 Quartos à Venda, 339m²",Rua Frederico Cantarelli,N/I,Bigorrilho,Curitiba,PR,339,2,2,4,R$ 3.944.137
8601,"Apartamento com 2 Quartos à Venda, 71m²",Rua Recife,99,Cabral,Curitiba,PR,71,2,1,1,R$ 385.000
8602,"Apartamento com 3 Quartos à Venda, 153m²",Rua Doutor Alexandre Gutierrez,N/I,Água Verde,Curitiba,PR,153,3,3,3,R$ 2.535.000
8603,"Apartamento com 3 Quartos à Venda, 154m²",Rua Martim Afonso,1015,Bigorrilho,Curitiba,PR,154,3,5,--,R$ 1.898.900
8604,"Apartamento com 2 Quartos à Venda, 72m²",Rua Fernandes de Barros,N/I,Hugo Lange,Curitiba,PR,72,2,1,--,R$ 645.000
8605,"Apartamento com 3 Quartos à Venda, 101m²",Rua Antônio Lago,35,Boa Vista,Curitiba,PR,101,3,3,2,R$ 1.100.000
8606,"Apartamento com 4 Quartos à Venda, 138m²",Rua José de Alencar,466,Juvevê,Curitiba,PR,138,4,4,3,R$ 1.150.000
8607,"Apartamento com 2 Quartos à Venda, 62m²",Rua Brigadeiro Arthur Carlos Peralta,N/I,Boa Vista,Curitiba,PR,62,2,2,1,R$ 495.000
8608,"Apartamento com 3 Quartos à Venda, 71m²",Rua Amazonas,N/I,Água Verde,Curitiba,PR,71,3,2,1,R$ 544.000
8609,"Apartamento com 4 Quartos à Venda, 357m²",Rua Elvira Haupt Grotzner,40,Cabral,Curitiba,PR,357,4,6,4,R$ 3.900.000
8610,"Apartamento com 3 Quartos à Venda, 78m²",Rua José Clementino Bettega,120,Capão Raso,Curitiba,PR,78,3,1,1,R$ 535.000
8611,"Apartamento com 2 Quartos à Venda, 43m²",N/I,N/I,Tatuquara,Curitiba,PR,43,2,1,1,R$ 130.000
8612,"Apartamento com 2 Quartos à Venda, 90m²",Rua General Carneiro,112,Centro,Curitiba,PR,90,2,3,1,"R$ 490.000
                        
Preço abaixo do mercado"
8613,"Apartamento com 2 Quartos à Venda, 48m²",Rua Monsenhor Ivo Zanlorenzi,1019,Ecoville,Curitiba,PR,48,2,1,1,R$ 325.959
8614,"Apartamento com 3 Quartos à Venda, 65m²",Rua Renato Polatti,3651,Campo Comprido,Curitiba,PR,65,3,2,1,R$ 320.000
8615,"Apartamento com 2 Quartos à Venda, 52m²",Rua Leonor Cardoso,129,Campo Comprido,Curitiba,PR,52,2,1,1,R$ 175.000
8616,"Apartamento com 2 Quartos à Venda, 55m²",Rua Francisco Ader,502,Novo Mundo,Curitiba,PR,55,2,2,1,R$ 404.900
8617,"Apartamento com 2 Quartos à Venda, 68m²",Rua Chichorro Júnior,180,Cabral,Curitiba,PR,68,2,2,1,"R$ 399.900
                        
Preço abaixo do mercado"
8618,"Apartamento com 5 Quartos à Venda, 257m²",Rua Alferes Ângelo Sampaio,1322,Batel,Curitiba,PR,257,5,4,4,R$ 4.635.700
8619,"Apartamento com 2 Quartos à Venda, 75m²",Rua Pará,1306,Água Verde,Curitiba,PR,75,2,2,1,R$ 630.000
8620,"Apartamento com 2 Quartos à Venda, 51m²",Rua Desembargador Lauro Sodré Lopes,100,Portão,Curitiba,PR,51,2,1,1,R$ 399.815
8621,"Apartamento com 2 Quartos à Venda, 55m²",Rua Francisco Derosso,375,Xaxim,Curitiba,PR,55,2,2,1,R$ 330.000
8622,"Apartamento com 2 Quartos à Venda, 55m²",Rodovia BR,116,Xaxim,Curitiba,PR,55,2,2,1,R$ 295.000
8623,"Apartamento com 2 Quartos à Venda, 70m²",Travessa Madre Júlia,127,Cristo Rei,Curitiba,PR,70,2,2,2,R$ 594.000
8624,"Apartamento com 2 Quartos à Venda, 54m²",Rua Aleixo Bettega,597,Lindóia,Curitiba,PR,54,2,2,1,R$ 370.000
8625,"Apartamento com 4 Quartos à Venda, 288m²",N/I,N/I,Mossunguê,Curitiba,PR,288,4,4,4,R$ 3.562.145
8626,"Apartamento com 3 Quartos à Venda, 150m²",Rua Mato Grosso,45,Água Verde,Curitiba,PR,150,3,2,1,"R$ 590.000
                        
Preço abaixo do mercado"
8627,"Apartamento com 3 Quartos à Venda, 101m²",Rua Engenheiro Arthur Bettes,1,Portão,Curitiba,PR,101,3,3,2,R$ 789.000
8628,"Apartamento com 3 Quartos à Venda, 107m²",Rua Vereador Garcia Rodrigues Velho,N/I,Cabral,Curitiba,PR,107,3,2,2,R$ 1.160.868
8629,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,Capão Raso,Curitiba,PR,50,2,1,1,"R$ 228.000
                        
Preço abaixo do mercado"
8630,"Apartamento com 3 Quartos à Venda, 85m²",Avenida Cândido Hartmann,N/I,Santa Felicidade,Curitiba,PR,85,3,1,2,R$ 800.900
8631,"Apartamento com 2 Quartos à Venda, 73m²",Alameda Júlia da Costa,N/I,Champagnat,Curitiba,PR,73,2,2,2,R$ 750.000
8632,"Apartamento com 3 Quartos à Venda, 88m²",Avenida Presidente Affonso Camargo,2125,Cristo Rei,Curitiba,PR,88,3,2,1,"R$ 440.000
                        
Preço abaixo do mercado"
8633,"Apartamento com 3 Quartos à Venda, 102m²",Rua Jeremias Maciel Perretto,802,Campo Comprido,Curitiba,PR,102,3,2,2,R$ 885.000
8634,"Apartamento com 3 Quartos à Venda, 69m²",Rua João Batista Trentin,N/I,Tingui,Curitiba,PR,69,3,1,1,R$ 591.900
8635,"Apartamento com 3 Quartos à Venda, 93m²",Rua Alberto Folloni,815,Ahú,Curitiba,PR,93,3,3,2,R$ 849.000
8636,"Apartamento com 2 Quartos à Venda, 51m²",Rua Frei Gaspar da Madre de Deus,391,Portão,Curitiba,PR,51,2,2,1,R$ 260.000
8637,"Apartamento com 3 Quartos à Venda, 132m²",Rua Doutor Faivre,340,Centro,Curitiba,PR,132,3,1,--,"R$ 340.000
                        
Preço abaixo do mercado"
8638,"Apartamento com 3 Quartos à Venda, 109m²",Rua Deputado Heitor Alencar Furtado,4690,Ecoville,Curitiba,PR,109,3,3,2,R$ 1.550.000
8639,"Apartamento com  Quarto à Venda, 44m²",Rua José de Alencar,20,Cristo Rei,Curitiba,PR,44,1,1,--,R$ 240.000
8640,"Apartamento com 3 Quartos à Venda, 88m²",Avenida Presidente Affonso Camargo,2125,Cristo Rei,Curitiba,PR,88,3,2,1,"R$ 440.000
                        
Preço abaixo do mercado"
8641,"Apartamento com 3 Quartos à Venda, 102m²",Rua Jeremias Maciel Perretto,802,Campo Comprido,Curitiba,PR,102,3,2,2,R$ 885.000
8642,"Apartamento com 3 Quartos à Venda, 69m²",Rua João Batista Trentin,N/I,Tingui,Curitiba,PR,69,3,1,1,R$ 591.900
8643,"Apartamento com 3 Quartos à Venda, 93m²",Rua Alberto Folloni,815,Ahú,Curitiba,PR,93,3,3,2,R$ 849.000
8644,"Apartamento com 2 Quartos à Venda, 51m²",Rua Frei Gaspar da Madre de Deus,391,Portão,Curitiba,PR,51,2,2,1,R$ 260.000
8645,"Apartamento com 2 Quartos à Venda, 50m²",Rua José Zaleski,1600,Neoville,Curitiba,PR,50,2,1,1,R$ 402.188
8646,"Apartamento com 3 Quartos à Venda, 109m²",Rua Deputado Heitor Alencar Furtado,4690,Ecoville,Curitiba,PR,109,3,3,2,R$ 1.550.000
8647,"Apartamento com  Quarto à Venda, 44m²",Rua José de Alencar,20,Cristo Rei,Curitiba,PR,44,1,1,--,R$ 240.000
8648,"Apartamento com 2 Quartos à Venda, 72m²",Rua Mariano Torres,573,Centro,Curitiba,PR,72,2,2,2,R$ 812.500
8649,"Apartamento com 3 Quartos à Venda, 107m²",Rua Mariano Torres,573,Centro,Curitiba,PR,107,3,2,1,R$ 1.221.600
8650,"Apartamento com  Quarto à Venda, 34m²",Rua Coronel Dulcídio,N/I,Batel,Curitiba,PR,34,1,1,1,R$ 600.000
8651,"Apartamento com 2 Quartos à Venda, 51m²",Avenida Marechal Floriano Peixoto,N/I,Centro,Curitiba,PR,51,2,1,1,R$ 445.900
8652,"Apartamento com  Quarto à Venda, 31m²",Rua Engenheiro Serafim Voloschen,189,Campina do Siqueira,Curitiba,PR,31,1,1,1,R$ 350.000
8653,"Apartamento com 2 Quartos à Venda, 80m²",Rua Desembargador Motta,N/I,Batel,Curitiba,PR,80,2,2,1,R$ 645.900
8654,"Apartamento com 3 Quartos à Venda, 89m²",Rua Teffe,366,Bom Retiro,Curitiba,PR,89,3,2,--,R$ 450.000
8655,"Apartamento com 2 Quartos à Venda, 100m²",Rua Maranhão,1451,Água Verde,Curitiba,PR,100,2,1,--,R$ 788.700
8656,"Apartamento com 3 Quartos à Venda, 193m²",Avenida Iguaçu,2713,Água Verde,Curitiba,PR,193,3,3,2,"R$ 1.890.000
                        
Preço abaixo do mercado"
8657,"Apartamento com 2 Quartos à Venda, 72m²",Rua Mariano Torres,573,Centro,Curitiba,PR,72,2,1,1,R$ 750.000
8658,"Apartamento com 3 Quartos à Venda, 102m²",Rua Simão Bolivar,1783,Hugo Lange,Curitiba,PR,102,3,2,2,R$ 969.000
8659,"Apartamento com 4 Quartos à Venda, 280m²",Avenida Sete de Setembro,6235,Batel,Curitiba,PR,280,4,5,3,"R$ 1.580.000
                        
Preço abaixo do mercado"
8660,"Apartamento com 3 Quartos à Venda, 160m²",N/I,N/I,Cabral,Curitiba,PR,160,3,4,2,R$ 1.576.000
8661,"Apartamento com 3 Quartos à Venda, 86m²",Rua Professor Ulisses Vieira,1,Vila Izabel,Curitiba,PR,86,3,3,1,"R$ 465.000
                        
Preço abaixo do mercado"
8662,"Apartamento com 2 Quartos à Venda, 75m²",Rua Doutor Bley Zornig,2334,Boqueirão,Curitiba,PR,75,2,2,1,R$ 350.000
8663,"Apartamento com 2 Quartos à Venda, 73m²",Travessa Rafael Francisco Greca,173,Água Verde,Curitiba,PR,73,2,2,1,R$ 575.000
8664,"Apartamento com 2 Quartos à Venda, 52m²",Avenida Fredolin Wolf,641,Pilarzinho,Curitiba,PR,52,2,1,1,R$ 180.000
8665,"Apartamento com 2 Quartos à Venda, 106m²",Rua Padre Agostinho,1191,Bigorrilho,Curitiba,PR,106,2,3,3,R$ 1.250.000
8666,"Apartamento com 2 Quartos à Venda, 69m²",Rua Bom Jesus,434,Juvevê,Curitiba,PR,69,2,2,1,"R$ 425.000
                        
Preço abaixo do mercado"
8667,"Apartamento com 2 Quartos à Venda, 66m²",Rua Guilherme Pugsley,1383,Água Verde,Curitiba,PR,66,2,2,1,"R$ 350.000
                        
Preço abaixo do mercado"
8668,"Apartamento com 3 Quartos à Venda, 228m²",Rua Professor Pedro Viriato Parigot de Souza,N/I,Mossunguê,Curitiba,PR,228,3,5,4,R$ 3.682.000
8669,"Apartamento com 2 Quartos à Venda, 69m²",Rua Monsenhor Ivo Zanlorenzi,4400,Ecoville,Curitiba,PR,69,2,2,1,R$ 722.000
8670,"Apartamento com 2 Quartos à Venda, 49m²",Rua Fernando de Noronha,933,Boa Vista,Curitiba,PR,49,2,1,1,R$ 240.000
8671,"Apartamento com 2 Quartos à Venda, 54m²",Avenida Marechal Mascarenhas de Moraes,995,Santa Cândida,Curitiba,PR,54,2,2,1,R$ 295.000
8672,"Apartamento com  Quarto à Venda, 29m²",Avenida República Argentina,1793,Água Verde,Curitiba,PR,29,1,1,--,R$ 243.000
8673,"Apartamento com 4 Quartos à Venda, 162m²",Avenida Sete de Setembro,4753,Batel,Curitiba,PR,162,4,3,2,R$ 970.000
8674,"Apartamento com 3 Quartos à Venda, 107m²",Rua Mariano Torres,573,Centro,Curitiba,PR,107,3,2,1,R$ 1.214.500
8675,"Apartamento com 2 Quartos à Venda, 49m²",N/I,N/I,Santa Cândida,Pinhais,PR,49,2,1,1,R$ 270.000
8676,"Apartamento com  Quarto à Venda, 58m²",Rua Francisco Balchak,N/I,Boa Vista,Curitiba,PR,58,1,1,2,R$ 500.687
8677,"Apartamento com 3 Quartos à Venda, 71m²",Rua Tobias de Macedo Júnior,1138,Santo Inácio,Curitiba,PR,71,3,2,2,R$ 566.000
8678,"Apartamento com 2 Quartos à Venda, 69m²",Rua Monsenhor Ivo Zanlorenzi,4400,Ecoville,Curitiba,PR,69,2,2,1,R$ 690.000
8679,"Apartamento com 3 Quartos à Venda, 124m²",N/I,N/I,Batel,Curitiba,PR,124,3,2,2,R$ 2.370.000
8680,"Apartamento com  Quarto à Venda, 56m²",Rua Francisco Derosso,375,Xaxim,Curitiba,PR,56,1,2,1,R$ 299.000
8681,"Apartamento com 2 Quartos à Venda, 63m²",Rua Doutor Waldemiro Pereira,N/I,Capão Raso,Curitiba,PR,63,2,1,1,R$ 385.000
8682,"Apartamento com 3 Quartos à Venda, 101m²",Rua Petit Carneiro,1230,Água Verde,Curitiba,PR,101,3,3,2,R$ 890.000
8683,"Apartamento com 3 Quartos à Venda, 143m²",Rua Inácio Barvick,N/I,Ecoville,Curitiba,PR,143,3,4,2,R$ 990.000
8684,"Apartamento com 2 Quartos à Venda, 61m²",Rua José Alceu Sabatke,120,Sitio Cercado,Curitiba,PR,61,2,1,1,R$ 225.000
8685,"Apartamento com  Quarto à Venda, 45m²",Rua Lourenço Bizinelli,249,Seminário,Curitiba,PR,45,1,1,1,R$ 265.000
8686,"Apartamento com  Quarto à Venda, 17m²",Rua Amazonas,900,Água Verde,Curitiba,PR,17,1,1,--,R$ 194.900
8687,"Apartamento com 3 Quartos à Venda, 62m²",Rua Rio Grande do Sul,907,Água Verde,Curitiba,PR,62,3,1,1,"R$ 370.000
                        
Preço abaixo do mercado"
8688,"Apartamento com 3 Quartos à Venda, 99m²",N/I,N/I,Boa Vista,Curitiba,PR,99,3,2,1,R$ 982.000
8689,"Apartamento com 2 Quartos à Venda, 68m²",Avenida Presidente Getúlio Vargas,4167,Vila Izabel,Curitiba,PR,68,2,2,1,R$ 657.600
8690,"Apartamento com  Quarto à Venda, 32m²",N/I,N/I,Novo Mundo,Curitiba,PR,32,1,1,--,R$ 302.900
8691,"Apartamento com 3 Quartos à Venda, 46m²",N/I,N/I,N/I,N/I,N/I,46,3,2,2,R$ 277.000
8692,"Apartamento com 2 Quartos à Venda, 77m²",Rua Barão de Antonina,57,São Francisco,Curitiba,PR,77,2,2,2,R$ 650.000
8693,"Apartamento com 3 Quartos à Venda, 127m²",Alameda Princesa Izabel,961,Bigorrilho,Curitiba,PR,127,3,5,2,R$ 1.748.880
8694,"Apartamento com 2 Quartos à Venda, 80m²",N/I,N/I,Vila Izabel,Curitiba,PR,80,2,1,1,R$ 599.000
8695,"Apartamento com 2 Quartos à Venda, 141m²",Avenida Iguaçu,3791,Seminário,Curitiba,PR,141,2,3,2,R$ 1.831.946
8696,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,N/I,N/I,N/I,50,2,1,1,R$ 265.000
8697,"Apartamento com  Quarto à Venda, 35m²",N/I,N/I,Rebouças,Curitiba,PR,35,1,1,1,R$ 279.206
8698,"Apartamento com  Quarto à Venda, 39m²",N/I,N/I,Centro Cívico,Curitiba,PR,39,1,1,--,R$ 349.000
8699,"Apartamento com 3 Quartos à Venda, 122m²",Avenida Paraná,642,Cabral,Curitiba,PR,122,3,3,1,"R$ 650.000
                        
Preço abaixo do mercado"
8700,"Apartamento com 2 Quartos à Venda, 73m²",Rua Pará,1306,Água Verde,Curitiba,PR,73,2,2,1,R$ 595.000
8701,"Apartamento com 3 Quartos à Venda, 250m²",Rua Lamenha Lins,539,Rebouças,Curitiba,PR,250,3,2,2,"R$ 900.000
                        
Preço abaixo do mercado"
8702,"Apartamento com 3 Quartos à Venda, 97m²",Rua Monsenhor Ivo Zanlorenzi,1668,Mossunguê,Curitiba,PR,97,3,1,1,R$ 670.000
8703,"Apartamento com 2 Quartos à Venda, 44m²",Praça Padre João Bagozzi,2620,Água Verde,Curitiba,PR,44,2,1,1,R$ 388.000
8704,"Apartamento com 2 Quartos à Venda, 88m²",Rua João Schleder Sobrinho,332,Boa Vista,Curitiba,PR,88,2,3,2,R$ 849.900
8705,"Apartamento com 3 Quartos à Venda, 77m²",Rua Engenheiros Rebouças,2337,Rebouças,Curitiba,PR,77,3,2,2,"R$ 640.000
                        
Preço abaixo do mercado"
8706,"Apartamento com 4 Quartos à Venda, 422m²",N/I,N/I,Água Verde,Curitiba,PR,422,4,5,4,R$ 1.490.000
8707,"Apartamento com 2 Quartos à Venda, 59m²",Rua João Bettega,644,Portão,Curitiba,PR,59,2,1,1,R$ 299.000
8708,"Apartamento com 3 Quartos à Venda, 152m²",N/I,N/I,Centro,Curitiba,PR,152,3,2,1,R$ 1.050.000
8709,"Apartamento com 2 Quartos à Venda, 66m²",Rua Santo Antônio,213,Rebouças,Curitiba,PR,66,2,1,1,R$ 410.000
8710,"Apartamento com 2 Quartos à Venda, 69m²",Rua Dona Alice Tibiriçá,765,Bigorrilho,Curitiba,PR,69,2,2,2,R$ 700.000
8711,"Apartamento com 2 Quartos à Venda, 38m²",Avenida República Argentina,N/I,Portão,Curitiba,PR,38,2,1,--,R$ 310.258
8712,"Apartamento com 2 Quartos à Venda, 41m²",Rua Desembargador Cid Campelo,3400,Cidade Industrial,Curitiba,PR,41,2,1,1,R$ 130.000
8713,"Apartamento com 2 Quartos à Venda, 50m²",N/I,N/I,Pinheirinho,Curitiba,PR,50,2,1,1,R$ 259.000
8714,"Apartamento com 2 Quartos à Venda, 96m²",Rua Moyses Marcondes,N/I,Juvevê,Curitiba,PR,96,2,1,2,R$ 1.262.992
8715,"Apartamento com 2 Quartos à Venda, 42m²",Rua Fernando de Souza Costa,155,Fazendinha,Curitiba,PR,42,2,1,1,R$ 179.000
8716,"Apartamento com 3 Quartos à Venda, 64m²",Rua João Alencar Guimarães,1900,Campo Comprido,Curitiba,PR,64,3,2,1,R$ 448.000
8717,"Apartamento com 2 Quartos à Venda, 77m²",Rua General Carneiro,1073,Centro,Curitiba,PR,77,2,2,2,R$ 929.785
8718,"Apartamento com 2 Quartos à Venda, 69m²",Rua Monsenhor Ivo Zanlorenzi,4400,Campo Comprido,Curitiba,PR,69,2,2,1,R$ 530.000
8719,"Apartamento com 3 Quartos à Venda, 124m²",Avenida João Gualberto,1034,Alto da Glória,Curitiba,PR,124,3,3,1,R$ 690.000
8720,"Apartamento com 3 Quartos à Venda, 107m²",Alameda Presidente Taunay,1375,Bigorrilho,Curitiba,PR,107,3,3,2,"R$ 820.000
                        
Preço abaixo do mercado"
8721,"Apartamento com 2 Quartos à Venda, 55m²",Rua Coronel Pedro Scherer Sobrinho,260,Cristo Rei,Curitiba,PR,55,2,1,1,"R$ 369.000
                        
Preço abaixo do mercado"
8722,"Apartamento com 3 Quartos à Venda, 64m²",Rua David Tows,890,Xaxim,Curitiba,PR,64,3,1,1,R$ 320.000
8723,"Apartamento com  Quarto à Venda, 61m²",Avenida Presidente Affonso Camargo,N/I,Cristo Rei,Curitiba,PR,61,1,1,1,R$ 613.000
8724,"Apartamento com 2 Quartos à Venda, 48m²",Rua José Gildo Beleski,N/I,Bacacheri,Curitiba,PR,48,2,1,1,R$ 421.005
8725,"Apartamento com  Quarto à Venda, 34m²",Rua Vinte e Quatro de Maio,420,Centro,Curitiba,PR,34,1,1,--,R$ 230.000
8726,"Apartamento com 2 Quartos à Venda, 81m²",N/I,N/I,Alto da Glória,Curitiba,PR,81,2,2,1,R$ 1.250.504
8727,"Apartamento com 2 Quartos à Venda, 51m²",Rua Desembargador Lauro Sodré Lopes,N/I,Portão,Curitiba,PR,51,2,1,1,R$ 574.000
8728,"Apartamento com 4 Quartos à Venda, 594m²",Avenida Cândido Hartmann,593,Bigorrilho,Curitiba,PR,594,4,5,3,R$ 1.490.000
8729,"Apartamento com 2 Quartos à Venda, 55m²",Rua Doutor Leão Mocellin,390,Santa Felicidade,Curitiba,PR,55,2,2,--,R$ 450.900
8730,"Apartamento com 2 Quartos à Venda, 54m²",Rua Engenheiro Niepce da Silva,290,Portão,Curitiba,PR,54,2,2,1,R$ 440.000
8731,"Apartamento com 3 Quartos à Venda, 304m²",Rua Olavo Bilac,429,Batel,Curitiba,PR,304,3,5,3,R$ 6.959.584
8732,"Apartamento com 4 Quartos à Venda, 187m²",Travessa Percy Withers,50,Água Verde,Curitiba,PR,187,4,4,1,"R$ 770.000
                        
Preço abaixo do mercado"
8733,"Apartamento com 2 Quartos à Venda, 75m²",Rua Bom Jesus,N/I,Cabral,Curitiba,PR,75,2,1,2,R$ 861.644
8734,"Apartamento com 3 Quartos à Venda, 171m²",Rua Estados Unidos,N/I,Boa Vista,Curitiba,PR,171,3,2,2,"R$ 900.454
                        
Preço abaixo do mercado"
8735,"Apartamento com 2 Quartos à Venda, 69m²",Rua Jerônimo Durski,1624,Bigorrilho,Curitiba,PR,69,2,2,1,R$ 741.058
8736,"Apartamento com  Quarto à Venda, 36m²",Rua XV de Novembro,2095,Centro,Curitiba,PR,36,1,1,1,R$ 205.000
8737,"Apartamento com 2 Quartos à Venda, 36m²",Rua Dona Bárbara Cid,260,Uberaba,Curitiba,PR,36,2,1,1,R$ 175.000
8738,"Apartamento com 2 Quartos à Venda, 61m²",Rua Carlos Klemtz,100,Portão,Curitiba,PR,61,2,1,1,R$ 210.000
8739,"Apartamento com 2 Quartos à Venda, 57m²",Rua Brasílio Bacellar Filho,N/I,Tingui,Curitiba,PR,57,2,1,1,R$ 452.700
8740,"Apartamento com 3 Quartos à Venda, 95m²",Rua Madre Maria dos Anjos,1060,Água Verde,Curitiba,PR,95,3,3,1,"R$ 378.000
                        
Preço abaixo do mercado"
8741,"Apartamento com  Quarto à Venda, 48m²",Rua Capitão Souza Franco,N/I,Batel,Curitiba,PR,48,1,1,--,R$ 782.600
8742,"Apartamento com 3 Quartos à Venda, 107m²",Rua Coronel Amazonas Marcondes,292,Cabral,Curitiba,PR,107,3,3,1,R$ 1.220.723
8743,"Apartamento com 2 Quartos à Venda, 55m²",Rua Maranhão,1451,Água Verde,Curitiba,PR,55,2,3,1,R$ 844.110
8744,"Apartamento com 2 Quartos à Venda, 71m²",Rua Eurides Cunha,N/I,Água Verde,Curitiba,PR,71,2,2,2,R$ 932.000
8745,"Apartamento com 2 Quartos à Venda, 62m²",Rua Marechal Octávio Saldanha Mazza,6650,Capão Raso,Curitiba,PR,62,2,2,1,R$ 370.000
8746,"Apartamento com 3 Quartos à Venda, 129m²",Rua Doutor Manoel Pedro,325,Cabral,Curitiba,PR,129,3,4,2,"R$ 980.000
                        
Preço abaixo do mercado"
8747,"Apartamento com 2 Quartos à Venda, 45m²",Rua Padre Anchieta,2224,Champagnat,Curitiba,PR,45,2,1,1,R$ 345.000
8748,"Apartamento com 3 Quartos à Venda, 85m²",Avenida Manoel Ribas,N/I,Mercês,Curitiba,PR,85,3,2,1,R$ 415.000
8749,"Apartamento com  Quarto à Venda, 25m²",Rua Treze de Maio,390,Centro,Curitiba,PR,25,1,1,--,R$ 261.700
8750,"Apartamento com 2 Quartos à Venda, 68m²",Rua José Zaleski,N/I,Capão Raso,Curitiba,PR,68,2,1,1,R$ 456.293
8751,"Apartamento com 2 Quartos à Venda, 47m²",Rua Pastor Antônio Polito,1421,Boqueirão,Curitiba,PR,47,2,1,1,R$ 270.000
8752,"Apartamento com 3 Quartos à Venda, 76m²",Rua Engenheiro Ostoja Roguski,N/I,Jardim Botânico,Curitiba,PR,76,3,1,1,R$ 575.000
8753,"Apartamento com 2 Quartos à Venda, 142m²",Rua Francisco Rocha,165,Batel,Curitiba,PR,142,2,3,3,R$ 2.290.000
8754,"Apartamento com 4 Quartos à Venda, 127m²",Rua Lamenha Lins,531,Centro,Curitiba,PR,127,4,4,2,R$ 900.000
8755,"Apartamento com  Quarto à Venda, 37m²",Rua Rogério Pereira de Camargo,187,Campo Comprido,Curitiba,PR,37,1,1,--,R$ 267.900
8756,"Apartamento com 2 Quartos à Venda, 41m²",Rua Rio Jaguaribe,389,Bairro Alto,Curitiba,PR,41,2,1,1,R$ 149.990
8757,"Apartamento com 2 Quartos à Venda, 42m²",Rua Desembargador Cid Campelo,6532,Cidade Industrial,Curitiba,PR,42,2,1,1,R$ 215.000
8758,"Apartamento com 3 Quartos à Venda, 60m²",Rua Jovino do Rosário,1526,Boa Vista,Curitiba,PR,60,3,2,1,R$ 450.000
8759,"Apartamento com 2 Quartos à Venda, 130m²",Rua Jerônimo Durski,1557,Bigorrilho,Curitiba,PR,130,2,4,2,R$ 2.331.000
8760,"Apartamento com 2 Quartos à Venda, 148m²",N/I,N/I,Seminário,Curitiba,PR,148,2,3,2,"R$ 830.000
                        
Preço abaixo do mercado"
8761,"Apartamento com 2 Quartos à Venda, 51m²",Rua Jovino do Rosário,N/I,Boa Vista,Curitiba,PR,51,2,1,1,R$ 413.128
8762,"Apartamento com 3 Quartos à Venda, 98m²",Avenida João Gualberto,575,Alto da Glória,Curitiba,PR,98,3,3,2,R$ 800.000
8763,"Apartamento com  Quarto à Venda, 26m²",Rua Esper Jorge Chueri,1408,Cajuru,Curitiba,PR,26,1,1,--,R$ 159.900
8764,"Apartamento com 3 Quartos à Venda, 158m²",Rua Bento Viana,932,Água Verde,Curitiba,PR,158,3,3,1,"R$ 660.000
                        
Preço abaixo do mercado"
8765,"Apartamento com 3 Quartos à Venda, 49m²",Rua Carlos Klemtz,1249,Fazendinha,Curitiba,PR,49,3,1,1,R$ 170.000
8766,"Apartamento com 2 Quartos à Venda, 54m²",Rua Irmãs Paulinas,5161,Novo Mundo,Curitiba,PR,54,2,2,1,R$ 427.900
8767,"Apartamento com 3 Quartos à Venda, 156m²",Rua Francisco Rocha,1777,Champagnat,Curitiba,PR,156,3,4,2,R$ 1.395.000
8768,"Apartamento com 3 Quartos à Venda, 178m²",Rua Lamenha Lins,N/I,Centro,Curitiba,PR,178,3,4,2,"R$ 900.000
                        
Preço abaixo do mercado"
8769,"Apartamento com 2 Quartos à Venda, 70m²",Rua Desembargador Motta,2767,Bigorrilho,Curitiba,PR,70,2,1,1,"R$ 340.000
                        
Preço abaixo do mercado"
8770,"Apartamento com 3 Quartos à Venda, 110m²",Rua Engenheiro Niepce da Silva,144,Portão,Curitiba,PR,110,3,3,2,R$ 1.200.000
8771,"Apartamento com 3 Quartos à Venda, 90m²",Avenida Sete de Setembro,N/I,Centro,Curitiba,PR,90,3,3,1,R$ 780.000
8772,"Apartamento com  Quarto à Venda, 26m²",Rua Joaquim Nabuco,N/I,Tingui,Curitiba,PR,26,1,1,--,R$ 212.900
8773,"Apartamento com  Quarto à Venda, 34m²",Rua André de Barros,N/I,Centro,Curitiba,PR,34,1,1,1,R$ 368.500
